production_cost;Genre_1;Genre_2;Genre_3;id;original_language;Title;popularity;Production_Companies;release_date;WorldwideBox_office;runtime;title2;vote_average;vote_count;Cast;Director;DomesticBox_office;InternationalBox_office;IMDB_Rating;Metascore;Year;Month
16000000; Comedy; Romance; Horror;73935;en;Vamps;7251897;Lucky Monkey Pictures;25/08/2012 00:00;0;93;Vamps;48;91;;;;;;;2012;8
16000000; Drama; Family;;28178;en;Hachi: A Dog's Tale;43217089;Grand Army Entertainment;13/06/2009 00:00;47801389;93;Hachi: A Dog's Tale;77;1717;;;;;;;2009;6
16000000; Crime; Drama; Thriller;185567;en;Zulu;14529496;Eskwad;04/12/2013 00:00;0;110;Zulu;67;172;;;;;;;2013;12
16000000; Western; Drama;;264656;en;The Homesman;2059148;The Javelina Film Company;18/05/2014 00:00;3442853;122;The Homesman;64;258;;;;;;;2014;5
15600000; Comedy; Drama;;35696;en;Juwanna Mann;2244947;Warner Bros.;21/06/2002 00:00;0;91;Juwanna Mann;42;20;;;;;;;2002;6
0; War; Drama;;16351;en;Ararat;1326264;Alliance Atlantis Communications;20/05/2002 00:00;0;115;Ararat;57;16;;;;;;;2002;5
0; Action; Adventure; Drama;38717;en;Madison;212108;[];23/01/2001 00:00;0;99;Madison;53;3;;;;;;;2001;1
15500000; Mystery; Crime; Drama;18777;en;Slow Burn;6630856;Sidney Kimmel Entertainment;12/09/2005 00:00;1237615;93;Slow Burn;55;16;;;;;;;2005;9
15300000; Drama; Action; Comedy;2110;fr;Wasabi;1820957;Canal Plus;31/10/2001 00:00;0;94;Wasabi;62;283;;;;;;;2001;10
15500000; Comedy; Horror; Science Fiction;9035;en;Slither;17327279;Universal Pictures;31/03/2006 00:00;0;95;Slither;63;317;;;;;;;2006;3
15000000; Action; Comedy; Crime;90;en;Beverly Hills Cop;29843818;Paramount Pictures;29/11/1984 00:00;316360478;105;Beverly Hills Cop;68;961;;;;;;;1984;11
18000000; Comedy; Family;;771;en;Home Alone;2186927;Twentieth Century Fox Film Corporation;09/11/1990 00:00;476684675;103;Home Alone;71;2414;;;;;;;1990;11
0; Family; Comedy; Drama;12154;es;Three Men and a Baby;12335827;Touchstone Pictures;27/11/1987 00:00;0;102;Three Men and a Baby;58;253;;;;;;;1987;11
21000000; Comedy; Romance;;9576;en;Tootsie;20818567;Columbia Pictures Corporation;16/12/1982 00:00;177200000;116;Tootsie;69;421;;;;;;;1982;12
15000000; Action; Romance; War;744;en;Top Gun;58900647;Paramount Pictures;16/05/1986 00:00;356830601;110;Top Gun;67;1698;;;;;;;1986;5
17000000; Adventure; Drama; Action;146;zh;卧虎藏龙;45742254;Sony Pictures Classics;01/10/2000 00:00;213525736;120;Crouching Tiger, Hidden Dragon;72;927;;;;;;;2000;10
15000000; Drama;;;14;en;American Beauty;80878605;DreamWorks SKG;15/09/1999 00:00;356296601;122;American Beauty;79;3313;;;;;;;1999;9
15000000; Drama; History;;45269;en;The King's Speech;54053576;The Weinstein Company;06/09/2010 00:00;414211549;118;The King's Speech;76;2752;;;;;;;2010;9
15000000; Comedy;;;9493;en;Twins;17638286;Universal Pictures;09/12/1988 00:00;216614388;107;Twins;57;559;;;;;;;1988;12
15000000; Drama; Romance;;22556;en;The Yellow Handkerchief;3803495;area japan;17/12/2008 00:00;317000;102;The Yellow Handkerchief;64;52;;;;;;;2008;12
15000000; Drama;;;873;en;The Color Purple;17571533;Amblin Entertainment;18/12/1985 00:00;146292009;154;The Color Purple;77;338;;;;;;;1985;12
16000000; Action; Adventure; Drama;33196;ko;해운대;4628525;Polygon Entertainment;06/06/2009 00:00;11301649;120;Tidal Wave;65;48;;;;;;;2009;6
14000000; History; Drama; Thriller;205596;en;The Imitation Game;145364591;Black Bear Pictures;14/11/2014 00:00;233555708;113;The Imitation Game;80;5723;;;;;;;2014;11
0; Comedy;;;10765;en;Private Benjamin;1218838;Warner Bros.;06/10/1980 00:00;0;109;Private Benjamin;60;102;;;;;;;1980;10
15000000; Drama; Music;;16769;en;Coal Miner's Daughter;3826685;Universal Pictures;07/03/1980 00:00;67182787;125;Coal Miner's Daughter;72;67;;;;;;;1980;3
15000000; Comedy; Family;;33217;en;Diary of a Wimpy Kid;21095489;Dune Entertainment;19/03/2010 00:00;75700498;92;Diary of a Wimpy Kid;59;355;;;;;;;2010;3
15000000; Horror;;;132232;en;Mama;47455148;Universal Pictures;17/01/2013 00:00;146497771;100;Mama;60;1401;;;;;;;2013;1
15000000; Comedy; Adventure; Romance;11153;en;National Lampoon's Vacation;22838834;Warner Bros.;28/07/1983 00:00;61399552;98;National Lampoon's Vacation;71;410;;;;;;;1983;7
15000000; Comedy;;;208134;en;Jackass Presents: Bad Grandpa;27165222;Paramount Pictures;22/10/2013 00:00;151831537;92;Bad Grandpa;60;680;;;;;;;2013;10
15000000; Drama;;;1165;en;The Queen;19113278;BIM Distribuzione;15/09/2006 00:00;123384128;103;The Queen;68;338;;;;;;;2006;9
15000000; Fantasy; Comedy;;4011;en;Beetlejuice;58553213;Geffen Company, The;29/02/1988 00:00;73326666;92;Beetlejuice;71;1444;;;;;;;1988;2
15000000; Comedy; Drama;;17202;en;Why Did I Get Married?;2005111;Lions Gate Films;12/10/2007 00:00;55184721;113;Why Did I Get Married?;61;33;;;;;;;2007;10
18000000; Drama; Romance;;9587;en;Little Women;16418639;Columbia Pictures;21/12/1994 00:00;0;115;Little Women;70;215;;;;;;;1994;12
17000000; Drama; Horror; Thriller;65086;en;The Woman in Black;43675191;Hammer Film Productions;01/02/2012 00:00;127730736;95;The Woman in Black;61;1206;;;;;;;2012;2
15000000; Horror; Thriller;;10053;en;When a Stranger Calls;4688212;Davis Entertainment;03/02/2006 00:00;66966987;87;When a Stranger Calls;54;268;;;;;;;2006;2
15000000; Comedy; Family;;11870;en;Big Fat Liar;9125594;Universal Pictures;08/02/2002 00:00;52970014;88;Big Fat Liar;56;197;;;;;;;2002;2
15000000; Drama; War;;11778;en;The Deer Hunter;19786392;Universal Pictures;08/12/1978 00:00;50000000;183;The Deer Hunter;78;921;;;;;;;1978;12
15000000; Comedy; Drama;;586;en;Wag the Dog;13581966;New Line Cinema;25/12/1997 00:00;64256513;97;Wag the Dog;67;270;;;;;;;1997;12
17000000; Family; Comedy;;18736;en;The Lizzie McGuire Movie;11927667;Walt Disney Pictures;25/04/2003 00:00;55534455;94;The Lizzie McGuire Movie;57;280;;;;;;;2003;4
35000000; Thriller; Drama;;134411;en;Snitch;30556135;Front Street Productions;21/02/2013 00:00;42930462;112;Snitch;58;1138;;;;;;;2013;2
15000000; Horror; Comedy; Fantasy;287903;en;Krampus;31565117;Universal Pictures;26/11/2015 00:00;61548707;98;Krampus;59;584;;;;;;;2015;11
15000000; Horror; Mystery; Science Fiction;9276;en;The Faculty;21535126;Dimension Films;25/12/1998 00:00;40283321;104;The Faculty;62;492;;;;;;;1998;12
0; Drama; Music;;15765;en;What's Love Got to Do with It;7921311;Touchstone Pictures;09/06/1993 00:00;0;118;What's Love Got to Do with It;69;72;;;;;;;1993;6
15000000; Action; Crime; Drama;2142;en;Cop Land;19284129;Miramax Films;15/08/1997 00:00;44862187;104;Cop Land;66;382;;;;;;;1997;8
16000000; Comedy;;;11397;en;Not Another Teen Movie;23423082;Original Film;07/12/2001 00:00;66468332;89;Not Another Teen Movie;55;431;;;;;;;2001;12
7000000; Crime; Drama; Thriller;77016;en;End of Watch;49517264;Emmett/Furla Films;20/09/2012 00:00;48126384;109;End of Watch;72;1170;;;;;;;2012;9
15000000; Crime; Drama; Thriller;11478;en;The Skulls;11375032;Universal Pictures;31/03/2000 00:00;35007180;106;The Skulls;58;156;;;;;;;2000;3
15000000; Drama; Romance;;266856;en;The Theory of Everything;61182331;Working Title Films;26/11/2014 00:00;123726688;123;The Theory of Everything;78;3311;;;;;;;2014;11
0; Comedy; Crime;;13411;en;Malibu's Most Wanted;7314796;Karz Entertainment;10/04/2003 00:00;0;86;Malibu's Most Wanted;47;77;;;;;;;2003;4
15000000; Comedy; Drama; Romance;10564;en;Where the Heart Is;6857923;Twentieth Century Fox Film Corporation;27/04/2000 00:00;33771174;120;Where the Heart Is;69;155;;;;;;;2000;4
15000000; Adventure; Drama; History;947;en;Lawrence of Arabia;41286336;Horizon Pictures (II);10/12/1962 00:00;69995385;216;Lawrence of Arabia;78;851;;;;;;;1962;12
15000000; Horror;;;24150;en;Halloween II;;;;;;;;;;;;;;;;
15000000; Drama;;;228970;en;Wild;42952942;Fox Searchlight Pictures;05/12/2014 00:00;52501541;115;Wild;70;951;;;;;;;2014;12
15000000; Crime; Thriller; Horror;18405;en;The Last House on the Left;19760383;Rogue Pictures;13/03/2009 00:00;32721635;110;The Last House on the Left;62;440;;;;;;;2009;3
15000000; Comedy; Romance;;6961;en;The Wedding Date;10194097;26 Films;04/02/2005 00:00;47175038;88;The Wedding Date;62;230;;;;;;;2005;2
13000000; Horror; Thriller;;11442;en;Halloween: Resurrection;11045593;Dimension Films;01/07/2002 00:00;37664855;94;Halloween: Resurrection;45;228;;;;;;;2002;7
16000000; Adventure; Family; Fantasy;2493;en;The Princess Bride;44533612;Act III Communications;18/09/1987 00:00;30857814;98;The Princess Bride;76;1486;;;;;;;1987;9
15000000; Drama;;;14047;en;The Great Debaters;1084158;The Weinstein Company;27/12/2007 00:00;30226144;126;The Great Debaters;69;151;;;;;;;2007;12
15000000; Drama; Action; Thriller;64690;en;Drive;49294864;Bold Films;06/08/2011 00:00;78054825;100;Drive;74;3725;;;;;;;2011;8
15000000; Comedy;;;11132;en;Confessions of a Teenage Drama Queen;7424798;Walt Disney Pictures;17/02/2004 00:00;29331068;89;Confessions of a Teenage Drama Queen;51;221;;;;;;;2004;2
15000000; Comedy; Drama; Romance;17127;en;The Object of My Affection;5164281;Twentieth Century Fox Film Corporation;17/04/1998 00:00;46905889;111;The Object of My Affection;56;72;;;;;;;1998;4
15000000; Horror; Thriller; Science Fiction;1562;en;28 Weeks Later;34759855;DNA Films;26/04/2007 00:00;64238440;100;28 Weeks Later;65;1197;;;;;;;2007;4
15000000; Drama;;;232679;en;When the Game Stands Tall;7297757;Mandalay Pictures;22/08/2014 00:00;30127963;115;When the Game Stands Tall;63;130;;;;;;;2014;8
14000000; Comedy; Drama; Family;17880;en;Because of Winn-Dixie;3334804;Twentieth Century Fox Film Corporation;18/02/2005 00:00;32645546;106;Because of Winn-Dixie;61;61;;;;;;;2005;2
20000000; Action; Comedy; Drama;14736;en;Love & Basketball;2027393;40 Acres & A Mule Filmworks;21/04/2000 00:00;27728118;124;Love & Basketball;74;88;;;;;;;2000;4
0; Action; Comedy; Thriller;9434;en;Grosse Pointe Blank;13817269;Caravan Pictures;11/04/1997 00:00;28084357;107;Grosse Pointe Blank;69;275;;;;;;;1997;4
15000000; Comedy;;;23706;en;All About Steve;13237835;Dune Entertainment;04/09/2009 00:00;40105542;99;All About Steve;47;295;;;;;;;2009;9
0; Mystery; Thriller; Horror;11531;en;Book of Shadows: Blair Witch 2;3890223;Artisan Entertainment;27/10/2000 00:00;0;90;Book of Shadows: Blair Witch 2;43;212;;;;;;;2000;10
15000000; Drama; Fantasy; Horror;9100;en;The Craft;19517239;Columbia Pictures;03/05/1996 00:00;24769466;101;The Craft;63;380;;;;;;;1996;5
15000000; Drama; Thriller; Crime;116;en;Match Point;30669913;DreamWorks;26/10/2005 00:00;85306374;124;Match Point;73;1105;;;;;;;2005;10
0; Comedy; Family;;38843;en;Ramona and Beezus;9681147;Dune Entertainment;23/07/2010 00:00;0;103;Ramona and Beezus;61;245;;;;;;;2010;7
11500000; Drama; Romance;;1245;en;The Remains of the Day;15355589;Columbia Pictures;05/11/1993 00:00;23237911;134;The Remains of the Day;75;202;;;;;;;1993;11
15000000; Drama;;;4995;en;Boogie Nights;1985579;New Line Cinema;11/09/1997 00:00;43101594;155;Boogie Nights;75;796;;;;;;;1997;9
0; Action; Adventure; Drama;10413;en;Nowhere to Run;11689337;Columbia Pictures;15/01/1993 00:00;0;94;Nowhere to Run;55;119;;;;;;;1993;1
15000000; Drama;;;14012;en;Flicka;3043589;Twentieth Century Fox Film Corporation;20/10/2006 00:00;21000000;95;Flicka;61;52;;;;;;;2006;10
15000000; Horror; Thriller;;9793;en;The Hills Have Eyes II;17141376;Dune Entertainment;22/03/2007 00:00;0;89;The Hills Have Eyes 2;52;351;;;;;;;2007;3
14000000; Horror;;;12212;en;Urban Legends: Final Cut;8885017;Original Film;19/09/2000 00:00;38574362;97;Urban Legends: Final Cut;44;100;;;;;;;2000;9
0; Fantasy; Drama; Science Fiction;13768;en;Tuck Everlasting;4115398;Walt Disney Pictures;11/10/2002 00:00;0;90;Tuck Everlasting;64;128;;;;;;;2002;10
20000000; Action; Adventure; Drama;8975;en;The Marine;7679336;Twentieth Century Fox Film Corporation;13/10/2006 00:00;22165608;92;The Marine;50;163;;;;;;;2006;10
15000000; Action; Comedy;;342521;en;Keanu;18268009;New Line Cinema;21/04/2016 00:00;20566327;94;Keanu;60;421;;;;;;;2016;4
15000000; Drama; Romance;;45272;en;Country Strong;7809701;Maguire Entertainment;22/12/2010 00:00;20529194;117;Country Strong;59;80;;;;;;;2010;12
15000000; Mystery; Horror; Science Fiction;9424;en;Disturbing Behavior;9378688;Village Roadshow Pictures;24/07/1998 00:00;17507368;84;Disturbing Behavior;55;104;;;;;;;1998;7
15000000; Drama; Crime;;97367;en;The Place Beyond the Pines;35395129;Sidney Kimmel Entertainment;20/03/2013 00:00;35485608;140;The Place Beyond the Pines;68;1653;;;;;;;2013;3
15000000; Crime; Action; Thriller;254904;en;The November Man;45317278;Irish Dreamtime;27/08/2014 00:00;32556119;108;The November Man;60;639;;;;;;;2014;8
15000000; Drama; Mystery; Thriller;18681;en;Eye of the Beholder;4302941;Destination Films;04/09/1999 00:00;0;109;Eye of the Beholder;53;42;;;;;;;1999;9
15000000; Drama; Thriller; War;12162;en;The Hurt Locker;47006162;Summit Entertainment;10/10/2008 00:00;42000000;131;The Hurt Locker;72;1840;;;;;;;2008;10
15000000; Fantasy; Drama; Horror;11495;en;Firestarter;11379652;Universal Pictures;11/05/1984 00:00;17080167;114;Firestarter;59;173;;;;;;;1984;5
15000000; Crime; Thriller;;64689;en;Killing Them Softly;24612603;Plan B Entertainment;20/09/2012 00:00;37930465;97;Killing Them Softly;58;742;;;;;;;2012;9
15000000; Thriller;;;157849;en;A Most Wanted Man;26708193;Senator Film Produktion;25/07/2014 00:00;31554855;121;A Most Wanted Man;65;541;;;;;;;2014;7
0; Comedy;;;13166;en;Freddy Got Fingered;8710294;Regency Enterprises;18/04/2001 00:00;0;87;Freddy Got Fingered;46;115;;;;;;;2001;4
0; Adventure; Animation; Comedy;15511;en;VeggieTales: The Pirates Who Don't Do Anything;1800119;Starz Animation;11/01/2008 00:00;0;85;VeggieTales: The Pirates Who Don't Do Anything;59;25;;;;;;;2008;1
15000000; Music; Documentary;;37003;en;U2 3D;335195;National Geographic Entertainment;19/05/2007 00:00;22730842;85;U2 3D;67;10;;;;;;;2007;5
25000000; Action; Fantasy; Science Fiction;12211;en;Highlander: Endgame;;;;;;;;;;;;;;;;
0; Crime; Drama; Music;13816;en;Idlewild;2711955;Atlas Entertainment;25/08/2006 00:00;0;121;Idlewild;51;17;;;;;;;2006;8
15000000; Drama; Romance;;51828;en;One Day;16629173;Film 4;02/03/2011 00:00;59389433;107;One Day;70;978;;;;;;;2011;3
15000000; Drama;;;22798;en;Whip It;2005902;Dune Entertainment;13/09/2009 00:00;16633035;111;Whip It;67;357;;;;;;;2009;9
15000000; Crime; Thriller;;7501;en;Knockaround Guys;8113634;Lawrence Bender Productions;07/09/2001 00:00;12000000;92;Knockaround Guys;59;97;;;;;;;2001;9
0; Action; Comedy; Thriller;10743;en;Confidence;987419;Cinerenta Medienbeteiligungs KG;25/04/2003 00:00;0;97;Confidence;64;126;;;;;;;2003;4
0; Fantasy; Comedy;;37718;en;The Muse;2857936;October Films;27/08/1999 00:00;0;97;The Muse;53;31;;;;;;;1999;8
20000000; Drama; Music;;15237;en;De-Lovely;3138118;Metro-Goldwyn-Mayer (MGM);02/07/2004 00:00;0;125;De-Lovely;63;32;;;;;;;2004;7
15000000; Comedy; Drama; Romance;9686;en;New York Stories;;;;;;;;;;;;;;;;
0; Family;;;17644;en;Barney's Great Adventure;722911;PolyGram Filmed Entertainment;01/01/1998 00:00;0;76;Barney's Great Adventure;29;8;;;;;;;1998;1
15000000; Action;;;97430;en;The Man with the Iron Fists;17672021;Arcade Pictures;02/11/2012 00:00;15608545;96;The Man with the Iron Fists;52;358;;;;;;;2012;11
15000000; Drama; Comedy; Romance;12257;en;Home Fries;3033471;Warner Bros.;25/11/1998 00:00;10443316;93;Home Fries;48;32;;;;;;;1998;11
0; Romance;;;13539;en;Here On Earth;3313257;Fox 2000 Pictures;23/03/2000 00:00;0;96;Here On Earth;54;48;;;;;;;2000;3
15000000; Comedy; Science Fiction;;68;en;Brazil;41089863;Embassy International Pictures;20/02/1985 00:00;0;132;Brazil;75;861;;;;;;;1985;2
15000000; Music; Drama; Romance;14024;en;Raise Your Voice;109071;New Line Cinema;10/08/2004 00:00;14867514;103;Raise Your Voice;60;211;;;;;;;2004;8
15000000; Comedy; Crime;;115;en;The Big Lebowski;49230089;Gramercy Pictures;06/03/1998 00:00;46189568;117;The Big Lebowski;78;2926;;;;;;;1998;3
15000000; Drama;;;7874;en;Black Snake Moan;11429607;Paramount Classics;08/12/2006 00:00;10903846;116;Black Snake Moan;66;243;;;;;;;2006;12
15000000; Action; Crime; Drama;4911;en;Dark Blue;6373316;United Artists;14/12/2002 00:00;9237470;118;Dark Blue;65;85;;;;;;;2002;12
16000000; Drama; Thriller;;1988;en;A Mighty Heart;9717392;Plan B Entertainment;01/01/2007 00:00;18928871;100;A Mighty Heart;67;95;;;;;;;2007;1
15000000; Drama; Comedy; Romance;16222;en;Whatever It Takes;8074807;Columbia Pictures Corporation;31/03/2000 00:00;9902115;94;Whatever It Takes;50;37;;;;;;;2000;3
20000000; Comedy;;;9557;en;Boat Trip;7034752;Motion Picture Corporation of America;01/10/2002 00:00;8586376;94;Boat Trip;47;146;;;;;;;2002;10
0; Comedy; Drama; History;9026;en;The Importance of Being Earnest;7250379;Ealing Studios;17/05/2002 00:00;0;97;The Importance of Being Earnest;67;127;;;;;;;2002;5
0; Comedy; Drama; Fantasy;57943;en;The Love Letter;116873;[];01/02/1998 00:00;0;98;The Love Letter;47;3;;;;;;;1998;2
0; Drama; Family;;18276;en;Hoot;7712206;The Kennedy/Marshall Company;05/05/2006 00:00;0;91;Hoot;55;44;;;;;;;2006;5
15000000; Comedy; Drama; Crime;8321;en;In Bruges;25329493;Blueprint Pictures;08/02/2008 00:00;34533783;107;In Bruges;74;1388;;;;;;;2008;2
15; Comedy;;;72359;en;Peeples;5112809;34th Street Films;09/05/2013 00:00;0;95;Peeples;56;26;;;;;;;2013;5
15000000; Comedy; Music;;10186;en;The Rocker;13832376;Fox Atomic;20/08/2008 00:00;8762890;102;The Rocker;56;156;;;;;;;2008;8
15000000; Comedy;;;25704;en;Post Grad;7446069;Dune Entertainment;21/08/2009 00:00;6405245;89;Post Grad;50;100;;;;;;;2009;8
15000000; Drama;;;133694;en;Promised Land;13568302;Participant Media;23/09/2012 00:00;8138788;106;Promised Land;60;243;;;;;;;2012;9
15000000; Comedy; Romance;;19265;en;Whatever Works;21857387;Sony Pictures Classics;19/06/2009 00:00;35097815;92;Whatever Works;68;350;;;;;;;2009;6
15000000; Thriller;;;36047;en;The In Crowd;249245;Morgan Creek Productions;19/07/2000 00:00;5217498;105;The In Crowd;47;15;;;;;;;2000;7
15000000; Adventure; Crime; Drama;8053;en;The Three Burials of Melquiades Estrada;12163832;The Javelina Film Company;17/11/2005 00:00;12036149;121;The Three Burials of Melquiades Estrada;70;177;;;;;;;2005;11
0; Comedy; Drama; History;2290;en;Jakob the Liar;8962245;Columbia Pictures;16/09/1999 00:00;0;120;Jakob the Liar;60;90;;;;;;;1999;9
15000000; Action; Comedy; Crime;5236;en;Kiss Kiss Bang Bang;32690038;Silver Pictures;05/09/2005 00:00;15785148;103;Kiss Kiss Bang Bang;72;886;;;;;;;2005;9
25000000; Thriller; Comedy; Horror;6552;en;Idle Hands;8583217;Columbia Pictures Corporation;30/04/1999 00:00;4152230;92;Idle Hands;61;182;;;;;;;1999;4
15000000; Thriller; Drama; Mystery;1018;en;Mulholland Drive;3160985;Asymmetrical Productions;16/05/2001 00:00;20117339;147;Mulholland Drive;76;1477;;;;;;;2001;5
0; Drama; Fantasy; Horror;10075;en;Blood and Chocolate;12295216;Lakeshore Entertainment;26/01/2007 00:00;0;98;Blood and Chocolate;54;87;;;;;;;2007;1
22000000; Comedy; Drama; Romance;38031;en;You Will Meet a Tall Dark Stranger;124654;Antena 3 Films;23/05/2010 00:00;0;98;You Will Meet a Tall Dark Stranger;58;251;;;;;;;2010;5
15000000; Drama; Romance; Science Fiction;42188;en;Never Let Me Go;30983397;Fox Searchlight Pictures;15/09/2010 00:00;9455232;104;Never Let Me Go;68;737;;;;;;;2010;9
0; Drama;;;112430;en;The Company;1485324;[];05/08/2007 00:00;0;276;The Company;70;12;;;;;;;2007;8
15000000; Thriller; Crime; Mystery;6687;en;Transsiberian;11428903;Lietuvos Kinostudija;18/01/2008 00:00;5926410;111;Transsiberian;65;195;;;;;;;2008;1
15000000; Adventure; Drama;;13853;en;The Clan of the Cave Bear;5484679;The Guber-Peters Company;17/01/1986 00:00;0;98;The Clan of the Cave Bear;48;27;;;;;;;1986;1
0; Comedy; Drama;;31306;en;Crazy in Alabama;5770246;Columbia Pictures;22/10/1999 00:00;0;111;Crazy in Alabama;65;12;;;;;;;1999;10
15000000; Horror; Thriller; Crime;8461;en;Funny Games;15175289;Celluloid Dreams;20/10/2007 00:00;7938872;112;Funny Games;63;545;;;;;;;2007;10
0; Drama; Thriller; Science Fiction;331592;en;Listening;2414721;Young Medium;11/09/2015 00:00;0;100;Listening;55;31;;;;;;;2015;9
0; Drama;;;47692;en;Felicia's Journey;;;;;;;;;;;;;;;;
92620000; Drama; Science Fiction;;19;de;Metropolis;32351527;Paramount Pictures;10/01/1927 00:00;650422;153;Metropolis;80;657;;;;;;;1927;1
12000000; Action; Thriller; Science Fiction;10045;fr;Banlieue 13;17493735;Canal Plus;09/11/2004 00:00;9584131;84;District B13;65;565;;;;;;;2004;11
8000000; Drama; Crime;;400;en;Things to Do in Denver When You're Dead;6932221;Miramax Films;01/12/1995 00:00;529766;1160;Things to Do in Denver When You're Dead;67;85;;;;;;;1995;12
15000000; Action; Drama; History;253450;zh;刺客聶隱娘;8142166;Media Asia Films;27/08/2015 00:00;632542;1050;The Assassin;66;157;;;;;;;2015;8
15000000; Drama; Comedy; War;9104;en;Buffalo Soldiers;6329672;Grosvenor Park Films LLP;08/09/2001 00:00;0;980;Buffalo Soldiers;65;93;;;;;;;2001;9
